1,Nuevas,0,f,2021-04-17 19:18:55.676395+02,2021-04-17 19:18:55.676395+02,1
2,Contacto,0,f,2021-04-17 19:18:55.676395+02,2021-04-17 19:18:55.676395+02,2
3,Negociando,0,f,2021-04-17 19:18:55.676395+02,2021-04-17 19:18:55.676395+02,3
4,Reunión,0,f,2021-04-17 19:18:55.676395+02,2021-04-17 19:18:55.676395+02,4
5,Seguimiento,0,f,2021-04-17 19:18:55.676395+02,2021-04-17 19:18:55.676395+02,5
6,Ganadas,0,f,2021-04-17 19:18:55.676395+02,2021-04-17 19:18:55.676395+02,6
7,Perdidas,0,f,2021-04-17 19:18:55.676395+02,2021-04-17 19:18:55.676395+02,7
