1,1,Ovisat
2,1,Impextron
3,1,Spain Sellers
4,1,Precioadictos
5,1,Xdigit
6,1,Repuestos Fuentes
7,1,Repuestos Tablets
8,1,WD Internacional
9,1,Phone Componentes
10,1,Original Sat
11,1,Celuinfo
12,1,Moviparts
13,1,Megasur
14,1,"Infowork
"
15,1,Depau
16,1,Cloespain
17,1,E_nuc
18,1,Vinzeo
19,1,Hispamicro
20,1,Infortisa
21,1,Globomatic
22,1,Inpex
23,1,DMI
24,1,Desyman
25,1,Mylar
26,1,Ingrammicro
