4,6,22002230,33.84,494,157,,t,14.2,6.5,0.63,
5,6,22002231,0,0,117,,t,14.2,6.5,0.58,
6,6,22002232,0,0,122,,t,6.5,14.2,0.66,
7,6,22002233,0,0,0,27,f,6.5,14.2,0.61,
8,6,22002227,0,0,146,,t,6.5,14.2,0.63,
9,7,22002223,0,0,142,,t,6.5,14.2,0.64,
10,7,22002229,0,0,146,,t,6.5,14.2,0.65,
11,8,22002274,0,0,0,09,f,6.7,14.2,2.8,
12,8,22002272,0,0,384,,t,6.7,14.2,2.82,
13,8,22002273,0,0,349,,t,6.7,14.2,2.76,
14,9,22002279,33.27,494,0,26,f,0,0,0,
15,9,22002280,0,0,0,26,f,0,0,0,
16,9,22002278,0,0,0,26,f,0,0,0,
17,10,22002277,49.75,494,347,,t,6.7,14.3,2.76,
18,10,22002275,0,0,318,,t,6.7,14.2,2.76,
19,10,22002276,0,0,358,,t,6.7,14.2,2.76,
20,11,4279732,82.44,401,469,,t,0,0,0,
21,11,4279747,0,0,530,,t,0,0,0,
22,11,4279735,0,0,537,,t,0,0,0,
23,12,4280165,46.88,649,569,4,f,68.45,141.4,2.43,
24,12,4280164,0,0,540,4,f,0,0,0,
25,12,4280163,0,0,576,4,f,0,0,0,
26,12,4280166,0,0,545,4,f,0,0,0,
27,12,4280178,0,0,552,4,f,0,0,0,
28,11,4279736,0,0,568,,t,0,0,0,
29,11,4279737,0,0,573,,t,0,0,0,
30,11,4279738,0,0,524,,t,0,0,0,
31,11,4273739,0,0,569,,t,0,0,0,
32,11,4279740,0,0,560,,t,0,0,0,
33,11,4279731,0,0,490,,t,0,0,0,
34,11,4279748,0,0,496,,t,0,0,0,
35,11,4279734,0,0,567,,t,0,0,0,
36,11,4279733,0,0,536,,t,0,0,0,
37,11,4279749,0,0,619,,t,0,0,0,
38,11,4279746,0,0,558,,t,0,0,0,
39,11,4279745,0,0,506,,t,0,0,0,
40,12,4280161,0,0,0,04,f,0,0,0,
41,12,4280160,0,0,0,04,f,0,0,0,
42,12,4280176,0,0,0,04,f,0,0,0,
43,12,4280162,0,0,0,04,f,0,0,0,
44,12,4280175,0,0,0,04,f,0,0,0,
45,12,4280179,0,0,0,04,f,0,0,0,
46,12,4280174,0,0,0,04,f,0,0,0,
47,12,4280173,0,0,583,04,f,0,0,0,
48,12,4280177,0,0,561,04,f,0,0,0,
49,12,4280190,0,0,555,04,f,0,0,0,
50,12,4280172,0,0,575,04,f,0,0,0,
51,12,4280189,0,0,550,04,f,0,0,0,
52,12,4280184,0,0,564,04,f,0,0,0,
53,12,4280188,0,0,576,04,f,0,0,0,
54,12,4280183,0,0,552,04,f,0,0,0,
55,12,4280187,0,0,578,04,f,0,0,0,
56,12,4280182,0,0,591,04,f,0,0,0,
57,12,4280186,0,0,518,04,f,0,0,0,
58,12,42801181,0,0,555,04,f,0,0,0,
59,12,4280185,0,0,562,04,f,0,0,0,
60,12,4280180,0,0,549,04,f,0,0,0,
61,12,4280171,0,0,526,04,f,0,0,0,
62,12,4280170,0,0,534,04,f,0,0,0,
63,12,4280157,0,0,565,04,f,0,0,0,
64,12,4280169,0,0,575,04,f,0,0,0,
65,12,4280156,0,0,530,04,f,0,0,0,
66,12,4280168,0,0,553,04,f,0,0,0,
67,12,4280155,0,0,523,04,f,0,0,0,
68,12,4280154,0,0,527,04,f,0,0,0,
69,12,4280167,0,0,571,04,f,0,0,0,
70,12,4280195,0,0,605,04,f,0,0,0,
71,13,4280153,0,0,554,04,f,0,0,0,
72,13,4280152,0,0,523,04,f,0,0,0,
73,13,4280194,0,0,567,04,f,0,0,0,
74,13,4280151,0,0,570,04,f,0,0,0,
75,13,4280159,0,0,542,04,f,0,0,0,
76,13,4280158,0,0,555,04,f,0,0,0,
77,13,4280193,0,0,601,04,f,0,0,0,
78,13,4280192,0,0,544,4,f,0,0,0,
79,13,4280191,0,0,549,4,f,0,0,0,
80,14,4279880,59.93,573,657,,t,0,0,0,
81,14,4279879,0,0,670,,t,72.43,147.65,2.61,
82,14,4279884,0,0,649,,t,0,0,0,
83,14,4279861,0,0,637,,t,0,0,0,
84,14,4279869,0,0,657,,t,0,0,0,
85,14,4279868,0,0,611,,t,0,0,0,
86,14,4279867,0,0,616,,t,0,0,0,
87,14,4279866,0,0,611,42,f,0,0,0,
88,14,4279865,0,0,622,,t,0,0,0,
89,14,4279864,0,0,543,,t,0,0,0,
90,14,4279863,0,0,595,27,f,0,0,0,
91,14,4279862,0,0,616,27,f,0,0,0,
92,14,4279885,0,0,613,,t,0,0,0,
93,14,4279883,0,0,637,,t,0,0,0,
94,14,4279882,0,0,661,,t,0,0,0,
95,15,4279875,0,0,641,,t,72.52,147.71,2.63,
96,15,4279874,0,0,645,,t,0,0,0,
97,15,4279873,0,0,550,,t,0,0,0,
98,15,4279872,0,0,618,,t,0,0,0,
99,15,4279876,0,0,573,,t,0,0,0,
100,15,4279877,0,0,663,,t,0,0,0,
101,15,4279878,0,0,675,,t,0,0,0,
102,15,4279871,0,0,623,27,f,0,0,0,
103,15,4279870,0,0,595,,t,0,0,0,
104,15,4279881,0,0,657,,t,0,0,0,
105,17,4279853,38.42,752,519,,t,0,0,0,
106,17,4279852,0,0,517,27,f,0,0,0,
107,16,4279716,77.11,0,599,,t,0,0,0,
108,16,4279715,0,0,569,,t,0,0,0,
109,16,4279718,0,0,553,,t,0,0,0,
110,17,279858,0,0,439,4,f,0,0,0,
111,17,4279857,0,0,440,4,f,0,0,0,
112,17,4279840,0,0,440,4,f,0,0,0,
113,17,4279851,0,0,450,27,f,0,0,0,
114,17,4279816,0,0,450,4,f,0,0,0,
115,17,4279818,0,0,500,4,f,0,0,0,
116,17,4279817,0,0,452,4,f,0,0,0,
117,17,4279821,0,0,414,4,f,0,0,0,
118,17,4279820,0,0,512,4,f,0,0,0,
119,17,4279819,0,0,528,4,f,0,0,0,
120,17,4279860,0,0,445,27,f,0,0,0,
121,17,4279859,0,0,443,27,f,0,0,0,
122,17,4279849,0,0,439,4,f,0,0,0,
123,17,4279848,0,0,490,4,f,0,0,0,
124,17,4279839,0,0,503,27,f,0,0,0,
125,17,4279838,0,0,436,4,f,0,0,0,
126,17,4279837,0,0,450,27,f,0,0,0,
127,17,4279836,0,0,563,,t,0,0,0,
128,17,4279835,0,0,507,27,f,0,0,0,
129,16,4279724,0,0,542,,t,0,0,0,
130,16,4279719,0,0,535,,t,0,0,0,
131,16,4279723,0,0,562,,t,0,0,0,
132,16,4279725,0,0,534,,t,0,0,0,
133,16,4279722,0,0,584,,t,0,0,0,
134,16,4279726,0,0,592,,t,0,0,0,
135,16,4279721,0,0,550,,t,0,0,0,
136,16,4279727,0,0,553,,t,0,0,0,
137,16,4279713,0,0,483,,t,0,0,0,
138,16,4279728,0,0,495,,t,0,0,0,
139,16,4279712,0,0,540,,t,0,0,0,
140,16,4279729,0,0,550,,t,0,0,0,
141,16,4279730,0,0,562,,t,0,0,0,
142,16,4279720,0,0,594,,t,0,0,0,
143,16,4279711,0,0,539,,t,0,0,0,
144,16,4279714,0,0,521,,t,0,0,0,
145,16,4279717,0,0,0,01,f,0,0,0,
146,17,4279844,0,0,468,4,f,0,0,0,
147,17,4279843,0,0,438,4,f,0,0,0,
148,19,4280101,61.80,543,639,,t,0,0,0,
149,17,4279842,0,0,518,27,f,0,0,0,
150,19,4280135,0,0,675,,t,0,0,0,
151,17,4279841,0,0,506,4,f,0,0,0,
152,19,4280102,0,0,692,,t,0,0,0,
153,19,4280134,0,0,648,,t,0,0,0,
154,17,4279847,0,0,425,27,f,0,0,0,
155,19,4280103,0,0,673,,t,0,0,0,
156,17,4279824,0,0,511,4,f,0,0,0,
157,19,4280097,0,0,734,,t,0,0,0,
158,17,4279823,0,0,441,4,f,0,0,0,
159,19,4280133,0,0,717,,t,0,0,0,
160,17,4279822,0,0,530,,t,0,0,0,
161,19,4280140,0,0,613,,t,0,0,0,
162,17,4279830,0,0,544,,t,0,0,0,
163,19,4280096,0,0,715,,t,0,0,0,
164,19,4280124,0,0,722,,t,0,0,0,
165,17,4279829,0,0,551,,t,0,0,0,
166,19,4280095,0,0,780,,t,0,0,0,
167,17,4279828,0,0,519,,t,0,0,0,
168,19,4280123,0,0,659,,t,0,0,0,
169,17,4279827,0,0,516,27,f,0,0,0,
170,19,4280094,0,0,694,,t,0,0,0,
171,17,4279826,0,0,508,27,f,0,0,0,
172,19,4280139,0,0,687,,t,0,0,0,
173,19,4280093,0,0,725,,t,0,0,0,
174,17,4279854,0,0,555,,t,0,0,0,
175,19,4280138,0,0,729,,t,0,0,0,
176,17,4279855,0,0,500,27,f,0,0,0,
177,19,4280092,0,0,693,,t,0,0,0,
178,17,4279856,0,0,536,,t,0,0,0,
179,19,4280137,0,0,733,,t,0,0,0,
180,17,4279825,0,0,0,27,f,0,0,0,
181,19,4280107,0,0,666,,t,0,0,0,
182,19,4280091,0,0,744,,t,0,0,0,
183,19,4280106,0,0,618,,t,0,0,0,
184,19,4280105,0,0,639,,t,0,0,0,
